z m sel_prob sel_tag
1.291493858029347575e+00 2.538258417825898405e+01 2.844671204144394103e-03 0.000000000000000000e+00
1.226193234479500127e+00 2.513421307940739169e+01 1.165162244802126629e-02 0.000000000000000000e+00
1.000147084677283082e+00 2.480934465748360651e+01 5.275706350983246085e-02 0.000000000000000000e+00
1.228575689537553028e+00 2.533391591796729259e+01 3.817122925095415252e-03 0.000000000000000000e+00
1.233649249054614039e+00 2.541151770518901998e+01 2.378565855680159127e-03 0.000000000000000000e+00
1.217655711248338157e+00 2.528133869275122336e+01 5.193425678053477726e-03 0.000000000000000000e+00
8.796070000411939649e-01 2.452984756226981844e+01 1.446416607787915365e-01 0.000000000000000000e+00
7.205841450135044290e-01 2.384518196655383093e+01 6.215811370600876629e-01 1.000000000000000000e+00
9.611580258627141493e-01 2.446857275696141798e+01 1.743418561437697356e-01 0.000000000000000000e+00
7.673983141265710017e-01 2.416461451016458994e+01 3.709912947286355678e-01 0.000000000000000000e+00
7.926617033343292817e-01 2.404280260882939402e+01 4.658901252984656849e-01 0.000000000000000000e+00
4.220715439796387525e-01 2.242309055075886448e+01 9.991942547237864236e-01 1.000000000000000000e+00
1.027150115332045477e+00 2.471288560039148408e+01 7.696719822729411464e-02 0.000000000000000000e+00
7.850442052808737081e-01 2.397618866061130660e+01 5.189915212587572491e-01 0.000000000000000000e+00
6.416046916134110489e-01 2.360818133734294122e+01 7.833735260876356632e-01 1.000000000000000000e+00
4.264141178841731605e-01 2.264246508591955731e+01 9.966869101248593266e-01 1.000000000000000000e+00
7.107554090532546276e-01 2.405298270253847193e+01 4.578049001775064686e-01 0.000000000000000000e+00
1.271294483277380483e+00 2.548358957106118794e+01 1.502728953195733982e-03 0.000000000000000000e+00
1.010591447546589361e+00 2.485859737908926093e+01 4.297179649367869475e-02 0.000000000000000000e+00
3.430537057020650593e-01 2.188246997362087143e+01 9.999885754682429351e-01 1.000000000000000000e+00
4.624534391599799399e-01 2.277971036655996429e+01 9.926681362692764132e-01 1.000000000000000000e+00
5.745344488798591609e-01 2.340202680601277407e+01 8.841412594137865177e-01 1.000000000000000000e+00
9.116355693942248539e-01 2.450962972495280567e+01 1.540399047865874116e-01 0.000000000000000000e+00
2.005071948264580683e-01 2.064870929398087540e+01 9.999999999897615233e-01 1.000000000000000000e+00
4.788699022936608873e-01 2.284539983898798354e+01 9.895337661424830067e-01 1.000000000000000000e+00
5.045243099766505424e-02 1.744188161435605267e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.081268249853086783e-01 2.344007829935910792e+01 8.686097496758862224e-01 0.000000000000000000e+00
1.017206514678917095e+00 2.459369255984962166e+01 1.175378733656067820e-01 0.000000000000000000e+00
1.016874424849235403e+00 2.459749795518287740e+01 1.160443139791323408e-01 1.000000000000000000e+00
1.062994105540950418e+00 2.512373152385880104e+01 1.230522480384386996e-02 0.000000000000000000e+00
6.740988405795664828e-01 2.367687981032902300e+01 7.409381536270638335e-01 0.000000000000000000e+00
9.260013662368440368e-01 2.463506412738762208e+01 1.020194742672779209e-01 1.000000000000000000e+00
3.531260130523430352e-01 2.205385366189234020e+01 9.999503493257778652e-01 1.000000000000000000e+00
1.464238724438837735e-02 1.463931489212310133e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.586921327256533676e-01 2.440283839211030426e+01 2.102146195299163245e-01 0.000000000000000000e+00
5.288343169069509297e-01 2.294128542219140954e+01 9.828882790285173865e-01 1.000000000000000000e+00
5.136173864918041065e-01 2.296019255526603331e+01 9.812195649063977232e-01 1.000000000000000000e+00
9.174167279107707795e-01 2.458739206048777248e+01 1.200405472504106896e-01 1.000000000000000000e+00
6.391652247411634402e-01 2.367884856224428702e+01 7.396617262026123907e-01 1.000000000000000000e+00
4.893757891593308873e-01 2.283602292947312407e+01 9.900427305523381571e-01 1.000000000000000000e+00
3.220345383263700789e-02 1.641404522284217649e+01 1.000000000000000000e+00 1.000000000000000000e+00
4.650936090147985702e-01 2.263914323408838669e+01 9.967527793554969984e-01 1.000000000000000000e+00
1.074200412311864472e+00 2.468505185990236939e+01 8.532726341655982871e-02 0.000000000000000000e+00
1.260805699106559263e+00 2.549782765769204929e+01 1.369278986294879350e-03 0.000000000000000000e+00
1.261434598278113217e+00 2.539469177948278400e+01 2.640424107401907403e-03 0.000000000000000000e+00
6.098729616517262198e-01 2.330587229763622048e+01 9.174703567311975894e-01 1.000000000000000000e+00
1.230323516187159960e+00 2.524651846522686682e+01 6.332783603004345056e-03 0.000000000000000000e+00
7.478175795052774966e-01 2.398995232878806050e+01 5.080163421981241934e-01 0.000000000000000000e+00
9.467827586176471577e-01 2.468604437150741049e+01 8.501790669209097207e-02 0.000000000000000000e+00
8.032096032253122075e-01 2.412333587179501038e+01 4.025811381308510017e-01 0.000000000000000000e+00
1.050066854737298438e+00 2.484695795765350113e+01 4.514063111094933356e-02 1.000000000000000000e+00
3.558222919584161925e-01 2.201824037167936865e+01 9.999630735483457933e-01 1.000000000000000000e+00
2.155527839051838424e-01 2.071549227533649074e+01 9.999999999746754797e-01 1.000000000000000000e+00
1.170342432913594966e+00 2.514648633484224760e+01 1.092478923397465287e-02 0.000000000000000000e+00
2.320041326372515034e-01 2.095396153077362200e+01 9.999999994427245520e-01 1.000000000000000000e+00
1.128493062368219668e+00 2.489448588648919980e+01 3.680968078978971714e-02 0.000000000000000000e+00
1.245109978215357405e+00 2.546363919073139925e+01 1.709713310608973729e-03 0.000000000000000000e+00
9.440775044502387470e-01 2.452235712948609958e+01 1.480775263160283850e-01 0.000000000000000000e+00
6.868499950591007153e-01 2.397584024237522726e+01 5.192691991007791774e-01 0.000000000000000000e+00
9.681609530995278767e-01 2.463690182121903050e+01 1.013665069878565972e-01 0.000000000000000000e+00
1.058583174617643952e+00 2.490203197325769580e+01 3.561064143695930745e-02 0.000000000000000000e+00
8.035778244975659845e-01 2.425448218211669271e+01 3.053886014518885084e-01 0.000000000000000000e+00
1.052329779980922364e+00 2.487539853028289727e+01 3.999043656114183859e-02 0.000000000000000000e+00
3.354923269535881047e-01 2.179003225292778012e+01 9.999950634816219264e-01 1.000000000000000000e+00
6.090531224594959436e-01 2.340873430037982317e+01 8.815025428620879566e-01 1.000000000000000000e+00
1.267571085658894869e+00 2.539534181943518121e+01 2.629842691878932475e-03 0.000000000000000000e+00
5.341892125593530327e-01 2.300213774681060741e+01 9.770180409610110805e-01 1.000000000000000000e+00
2.408668290199231787e-01 2.111602037555986655e+01 9.999999959881399336e-01 1.000000000000000000e+00
6.919082652511887588e-01 2.387462848564619478e+01 5.989936044847149477e-01 0.000000000000000000e+00
2.794630610434503115e-01 2.132739246262864441e+01 9.999999548451226072e-01 1.000000000000000000e+00
1.745477403849935438e-01 2.025474751250691341e+01 9.999999999999656941e-01 1.000000000000000000e+00
5.020106078264645610e-01 2.302159251796198447e+01 9.748153864555249015e-01 1.000000000000000000e+00
2.483565426057694481e-01 2.108183810972023053e+01 9.999999973317427182e-01 1.000000000000000000e+00
5.687476442643482066e-01 2.325257362798288341e+01 9.325235612356570503e-01 1.000000000000000000e+00
6.294762142060372767e-01 2.336882984302445720e+01 8.965868218748094254e-01 1.000000000000000000e+00
9.565547836547483307e-01 2.454214463350826847e+01 1.391182813090013903e-01 0.000000000000000000e+00
5.608931916340640367e-01 2.330704131640126420e+01 9.171139314776812768e-01 1.000000000000000000e+00
3.406117318590917709e-01 2.182617001624805653e+01 9.999931201146129434e-01 1.000000000000000000e+00
1.105443138223908939e+00 2.493237907234093953e+01 3.110765628049476025e-02 0.000000000000000000e+00
9.840472844855314705e-01 2.474707080008395010e+01 6.756930641302248686e-02 0.000000000000000000e+00
1.028284470180326871e+00 2.464704098251333164e+01 9.781855518922982773e-02 0.000000000000000000e+00
1.012948846902430144e+00 2.500124105686506937e+01 2.261645244857714981e-02 0.000000000000000000e+00
1.232988865256880562e+00 2.537558844806052960e+01 2.969078359025219705e-03 0.000000000000000000e+00
7.844464217050264310e-01 2.415114501273212255e+01 3.812154907082253574e-01 0.000000000000000000e+00
8.966812803348653826e-01 2.430926681137182754e+01 2.681118206634869883e-01 0.000000000000000000e+00
6.401975236472108310e-01 2.353309125016334846e+01 8.248009795112114517e-01 1.000000000000000000e+00
8.185934579676621414e-01 2.423905984888429188e+01 3.162825064990784085e-01 0.000000000000000000e+00
2.573631745276492300e-01 2.115854057230433583e+01 9.999999933792447226e-01 1.000000000000000000e+00
1.011688959805145949e+00 2.503736688480469041e+01 1.900560789449396576e-02 0.000000000000000000e+00
1.065582522926367570e+00 2.481004712963309800e+01 5.260601520937134568e-02 0.000000000000000000e+00
9.391990849393663243e-01 2.483542420723048849e+01 4.737581144306141773e-02 0.000000000000000000e+00
1.278295225858146367e+00 2.555746568268788721e+01 9.199385776395316121e-04 0.000000000000000000e+00
1.065574381497856216e+00 2.497510734154224821e+01 2.557526822402853006e-02 0.000000000000000000e+00
1.227875904509466931e+00 2.503258162426898892e+01 1.945377829520632609e-02 0.000000000000000000e+00
2.958611488052418359e-01 2.154917716298989205e+01 9.999995248143164206e-01 1.000000000000000000e+00
5.537013017070342435e-01 2.324227799833499830e+01 9.351699995112746633e-01 1.000000000000000000e+00
1.634691840190287682e-01 1.980020569192792834e+01 1.000000000000000000e+00 1.000000000000000000e+00
1.331049068282024184e-01 1.958501350560386456e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.841727963833417192e-01 2.369899765870101049e+01 7.264144897824200697e-01 0.000000000000000000e+00
8.472129914110706483e-01 2.431982209899279823e+01 2.612019706681981690e-01 0.000000000000000000e+00
1.216279337160857565e+00 2.528574103493470204e+01 5.063212943617948630e-03 0.000000000000000000e+00
2.502412980359787209e-01 2.114630647117769158e+01 9.999999942638151396e-01 1.000000000000000000e+00
2.149423875155518360e-01 2.087176713730514876e+01 9.999999998031001702e-01 1.000000000000000000e+00
7.933170804313423030e-01 2.437337393319636547e+01 2.276078851357368205e-01 0.000000000000000000e+00
4.737125079177184617e-01 2.280430409870228914e+01 9.916076848209776085e-01 1.000000000000000000e+00
6.538778171889390034e-01 2.352011385790981990e+01 8.314150828723430031e-01 1.000000000000000000e+00
1.362824799434425582e-01 1.962568703995692232e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.449885038784115121e-01 2.427526609839462424e+01 2.909771998874397525e-01 0.000000000000000000e+00
5.483859991722961347e-02 1.754666951561505428e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.373035114344038465e-01 2.420269656149704574e+01 3.425942825852503204e-01 1.000000000000000000e+00
8.895705778065428060e-01 2.453968319563977474e+01 1.402122135574817019e-01 0.000000000000000000e+00
6.661695109433063422e-02 1.789553698442731999e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.604564785823776596e-01 2.366705711934199030e+01 7.472579388758717744e-01 1.000000000000000000e+00
1.078547649136916586e+00 2.497671496101744992e+01 2.538433677001180472e-02 0.000000000000000000e+00
1.232636725628452723e+00 2.520009681372629018e+01 8.193200736142301072e-03 0.000000000000000000e+00
8.857470055957974431e-01 2.441552961351712625e+01 2.029700858341961789e-01 0.000000000000000000e+00
4.424204217366329850e-01 2.254606456702247286e+01 9.981805071483613734e-01 1.000000000000000000e+00
1.219906820881849097e+00 2.541658035550412365e+01 2.304510369637339032e-03 0.000000000000000000e+00
7.796518879729690266e-01 2.391221068928084748e+01 5.696875004820107780e-01 0.000000000000000000e+00
9.660497203058986404e-01 2.466070692126992014e+01 9.318170648524692901e-02 0.000000000000000000e+00
1.087128646084713601e+00 2.502425686033429741e+01 2.025484453740604776e-02 0.000000000000000000e+00
9.788729159136340119e-01 2.476347561582647572e+01 6.338656935844745599e-02 1.000000000000000000e+00
1.076577144890345394e+00 2.488319464983301899e+01 3.866527951863134999e-02 0.000000000000000000e+00
5.360927500019616598e-01 2.295391816359693138e+01 9.817880615454446236e-01 1.000000000000000000e+00
4.196779919911186596e-01 2.247177484940048586e+01 9.988801269631316648e-01 1.000000000000000000e+00
1.549783799804611562e-01 2.009240297386874019e+01 9.999999999999972244e-01 1.000000000000000000e+00
6.578861584727473399e-01 2.361498149570428851e+01 7.793610300550577463e-01 1.000000000000000000e+00
6.335954207494536305e-01 2.337954322762499260e+01 8.926811557281230103e-01 1.000000000000000000e+00
8.095354441298319159e-01 2.418905527830518309e+01 3.526742332159275017e-01 0.000000000000000000e+00
1.079728177568287428e+00 2.476683791006512436e+01 6.255471259977203602e-02 0.000000000000000000e+00
6.734429000506214624e-01 2.368300193963602496e+01 7.369583231081459074e-01 0.000000000000000000e+00
1.100430179275667886e+00 2.512902023767906812e+01 1.197156805887402732e-02 0.000000000000000000e+00
1.422454557129693153e-01 1.978038096831493320e+01 1.000000000000000000e+00 1.000000000000000000e+00
7.700674954889226154e-01 2.394636281748584850e+01 5.427143395435851669e-01 0.000000000000000000e+00
9.910393557883048210e-01 2.466442109052177045e+01 9.195002130760571157e-02 0.000000000000000000e+00
5.673331215053010190e-01 2.312676003827557381e+01 9.596362036507759541e-01 1.000000000000000000e+00
3.320729811741824911e-01 2.193045592558392443e+01 9.999825655517718959e-01 1.000000000000000000e+00
9.224279317535550859e-01 2.447621102667574888e+01 1.704414897159929332e-01 1.000000000000000000e+00
1.266170307782388260e+00 2.546150331643668707e+01 1.733345657313450916e-03 0.000000000000000000e+00
1.022762740788165203e+00 2.479847111879565347e+01 5.513929176235038421e-02 0.000000000000000000e+00
8.681760205385746776e-01 2.436103876453994843e+01 2.351234063955465192e-01 0.000000000000000000e+00
1.283423627408002421e+00 2.526614051976088504e+01 5.666156101914966367e-03 0.000000000000000000e+00
5.180814453937210295e-02 1.744233674317349880e+01 1.000000000000000000e+00 1.000000000000000000e+00
1.231874010663484231e+00 2.528510417938360177e+01 5.081868225820884363e-03 0.000000000000000000e+00
1.281978545469385722e+00 2.551469768672246374e+01 1.225218817402363818e-03 0.000000000000000000e+00
7.667441512771047130e-01 2.411088397931470695e+01 4.122472618437844627e-01 1.000000000000000000e+00
4.387297414296555953e-01 2.235679919350405953e+01 9.994926189187056664e-01 1.000000000000000000e+00
1.198733430956172796e+00 2.513943944319507295e+01 1.133713291737111634e-02 0.000000000000000000e+00
8.418739234580367992e-01 2.425142926689495937e+01 3.075318683201614389e-01 0.000000000000000000e+00
2.931613866064797236e-01 2.150831109966663135e+01 9.999996875810979180e-01 1.000000000000000000e+00
3.347280116832520580e-01 2.167735855776149378e+01 9.999983019461359257e-01 1.000000000000000000e+00
5.029889013379384988e-01 2.291153395247619073e+01 9.852571828352765237e-01 1.000000000000000000e+00
1.223209571241271831e+00 2.529665854156506200e+01 4.752754405282071451e-03 0.000000000000000000e+00
3.735418572238886625e-01 2.193506198553550490e+01 9.999818520550391998e-01 1.000000000000000000e+00
1.266380675711829440e+00 2.548909813868091945e+01 1.449751199741954521e-03 0.000000000000000000e+00
1.225699560772683494e+00 2.523184452051885884e+01 6.875767879018440144e-03 0.000000000000000000e+00
1.182723831156055727e+00 2.515659841172371358e+01 1.035591007186659543e-02 0.000000000000000000e+00
1.046404831064619678e+00 2.489956031848547013e+01 3.599979992879092511e-02 0.000000000000000000e+00
8.439322425138062744e-01 2.428082858379418951e+01 2.871748112421576571e-01 1.000000000000000000e+00
8.508422290443122815e-01 2.432173194817951867e+01 2.599615671171849884e-01 0.000000000000000000e+00
1.288466762467290749e-01 1.960256630899277397e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.301563623248207513e-01 2.347855995918099836e+01 8.514980821095186059e-01 1.000000000000000000e+00
7.287070152110644017e-01 2.411381400358819960e+01 4.099677224450468116e-01 0.000000000000000000e+00
8.614166245071561701e-01 2.414534820729459241e+01 3.856417569932203970e-01 1.000000000000000000e+00
5.135403893613836868e-01 2.279463862545866348e+01 9.920395269901026714e-01 1.000000000000000000e+00
8.154162056969527228e-01 2.424493418620879481e+01 3.121135223861157826e-01 0.000000000000000000e+00
1.782278068030107576e-01 2.036669237949937994e+01 9.999999999998157030e-01 1.000000000000000000e+00
1.103204962462358107e+00 2.502124123101284070e+01 2.055184867500769660e-02 0.000000000000000000e+00
1.256820355533588174e+00 2.555436885130330538e+01 9.394421993531641528e-04 0.000000000000000000e+00
1.196043129401296312e-01 1.937296165379355983e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.915733751775021698e-01 2.361095225917436835e+01 7.817436368927844770e-01 0.000000000000000000e+00
8.892174116233466652e-01 2.447940438040565780e+01 1.688275474680942523e-01 1.000000000000000000e+00
1.274600755808408259e+00 2.527823172018593212e+01 5.287109105826377949e-03 0.000000000000000000e+00
7.825525600196860943e-01 2.407572347574570770e+01 4.398115773114038007e-01 0.000000000000000000e+00
5.906248308375401379e-01 2.338957939624697246e+01 8.889269258715378763e-01 1.000000000000000000e+00
1.234266938723430851e+00 2.534515879361516966e+01 3.569202443259141683e-03 0.000000000000000000e+00
3.615474645944418697e-01 2.208496059516684795e+01 9.999359488874633994e-01 1.000000000000000000e+00
4.695327379597027395e-01 2.279134698220463662e+01 9.921820675813521895e-01 1.000000000000000000e+00
4.998869254548063967e-01 2.296560417529370213e+01 9.807171788093319575e-01 1.000000000000000000e+00
1.085604466070730023e+00 2.500460360216978728e+01 2.225758200424372835e-02 0.000000000000000000e+00
3.029215159704758964e-01 2.153969651609824254e+01 9.999995686188444255e-01 1.000000000000000000e+00
9.796513131326927137e-01 2.472182086688790648e+01 7.441988955034992137e-02 0.000000000000000000e+00
8.425419421356685756e-01 2.422789154941325762e+01 3.242729794296335122e-01 1.000000000000000000e+00
9.953585573066534575e-01 2.468624748894087162e+01 8.495470061329302158e-02 0.000000000000000000e+00
1.275158857467034945e+00 2.523359350576129145e+01 6.808960740225473117e-03 0.000000000000000000e+00
1.169398828341510654e+00 2.511158162573069319e+01 1.310239691028720205e-02 0.000000000000000000e+00
5.785857349875438427e-01 2.340989065591813656e+01 8.810433759441334001e-01 1.000000000000000000e+00
3.058715033865830879e-01 2.162535583451462529e+01 9.999989793313565078e-01 1.000000000000000000e+00
5.709277290436403085e-01 2.322626673333139635e+01 9.391246057785459511e-01 1.000000000000000000e+00
1.248439683845233183e+00 2.526151617515236936e+01 5.817384853890246801e-03 0.000000000000000000e+00
8.485023980859371928e-01 2.434371692845041224e+01 2.459046841797257188e-01 0.000000000000000000e+00
7.444423170640468435e-01 2.383293392019982448e+01 6.308600832885777887e-01 0.000000000000000000e+00
7.411678070284797304e-01 2.396515113249693840e+01 5.277828776985936665e-01 1.000000000000000000e+00
6.995719925414163320e-01 2.377409955382450590e+01 6.742937865966049937e-01 0.000000000000000000e+00
6.038253474258292730e-01 2.346457811516265934e+01 8.578801586722339945e-01 1.000000000000000000e+00
6.923966272190598126e-01 2.381887835098181228e+01 6.414148868336129183e-01 0.000000000000000000e+00
1.247850494574846092e+00 2.541800735939054334e+01 2.284017036525985526e-03 0.000000000000000000e+00
8.410359552095629798e-01 2.440465619277739506e+01 2.091677418990503523e-01 0.000000000000000000e+00
1.119776875586389497e+00 2.516938756354387152e+01 9.673537322307931494e-03 0.000000000000000000e+00
1.173513446925157577e+00 2.527485158393058740e+01 5.390733552760738206e-03 0.000000000000000000e+00
3.756613743055523535e-01 2.204043499726145328e+01 9.999555654139925531e-01 1.000000000000000000e+00
1.172994488482802300e+00 2.497619395969515921e+01 2.544608311159224368e-02 0.000000000000000000e+00
8.009815553097676677e-01 2.412244033687744249e+01 4.032744131423025014e-01 1.000000000000000000e+00
6.530150370987988229e-01 2.357630438720927302e+01 8.016114531967241108e-01 1.000000000000000000e+00
3.097781336807741148e-01 2.148529291656291917e+01 9.999997540096636772e-01 1.000000000000000000e+00
7.195323431529674352e-01 2.403195911033686372e+01 4.745176719726758585e-01 0.000000000000000000e+00
1.282352792913934891e+00 2.554679277228710887e+01 9.887676621941478110e-04 0.000000000000000000e+00
7.542348889111758492e-01 2.390749061470655334e+01 5.733928435266293366e-01 1.000000000000000000e+00
2.437844837765896777e-01 2.119171934878239227e+01 9.999999902602419999e-01 1.000000000000000000e+00
9.873187440149067129e-01 2.458060108025118495e+01 1.227798481841211320e-01 1.000000000000000000e+00
7.865298588775675448e-01 2.409809807726561814e+01 4.222283189039285900e-01 0.000000000000000000e+00
2.367354892554422996e-01 2.106245188693745263e+01 9.999999978870109940e-01 1.000000000000000000e+00
1.095118231336760672e+00 2.502019358749665656e+01 2.065588913047245942e-02 0.000000000000000000e+00
