z m sel_prob sel_tag
3.531260130523430352e-01 2.205385366189234020e+01 9.999503493257778652e-01 1.000000000000000000e+00
1.464238724438837735e-02 1.463931489212310133e+01 1.000000000000000000e+00 1.000000000000000000e+00
5.288343169069509297e-01 2.294128542219140954e+01 9.828882790285173865e-01 1.000000000000000000e+00
5.136173864918041065e-01 2.296019255526603331e+01 9.812195649063977232e-01 1.000000000000000000e+00
9.174167279107707795e-01 2.458739206048777248e+01 1.200405472504106896e-01 1.000000000000000000e+00
6.391652247411634402e-01 2.367884856224428702e+01 7.396617262026123907e-01 1.000000000000000000e+00
4.893757891593308873e-01 2.283602292947312407e+01 9.900427305523381571e-01 1.000000000000000000e+00
3.220345383263700789e-02 1.641404522284217649e+01 1.000000000000000000e+00 1.000000000000000000e+00
4.650936090147985702e-01 2.263914323408838669e+01 9.967527793554969984e-01 1.000000000000000000e+00
6.098729616517262198e-01 2.330587229763622048e+01 9.174703567311975894e-01 1.000000000000000000e+00
1.050066854737298438e+00 2.484695795765350113e+01 4.514063111094933356e-02 1.000000000000000000e+00
3.558222919584161925e-01 2.201824037167936865e+01 9.999630735483457933e-01 1.000000000000000000e+00
2.155527839051838424e-01 2.071549227533649074e+01 9.999999999746754797e-01 1.000000000000000000e+00
2.320041326372515034e-01 2.095396153077362200e+01 9.999999994427245520e-01 1.000000000000000000e+00
3.354923269535881047e-01 2.179003225292778012e+01 9.999950634816219264e-01 1.000000000000000000e+00
6.090531224594959436e-01 2.340873430037982317e+01 8.815025428620879566e-01 1.000000000000000000e+00
5.341892125593530327e-01 2.300213774681060741e+01 9.770180409610110805e-01 1.000000000000000000e+00
2.408668290199231787e-01 2.111602037555986655e+01 9.999999959881399336e-01 1.000000000000000000e+00
2.794630610434503115e-01 2.132739246262864441e+01 9.999999548451226072e-01 1.000000000000000000e+00
1.745477403849935438e-01 2.025474751250691341e+01 9.999999999999656941e-01 1.000000000000000000e+00
5.020106078264645610e-01 2.302159251796198447e+01 9.748153864555249015e-01 1.000000000000000000e+00
2.483565426057694481e-01 2.108183810972023053e+01 9.999999973317427182e-01 1.000000000000000000e+00
5.687476442643482066e-01 2.325257362798288341e+01 9.325235612356570503e-01 1.000000000000000000e+00
6.294762142060372767e-01 2.336882984302445720e+01 8.965868218748094254e-01 1.000000000000000000e+00
5.608931916340640367e-01 2.330704131640126420e+01 9.171139314776812768e-01 1.000000000000000000e+00
3.406117318590917709e-01 2.182617001624805653e+01 9.999931201146129434e-01 1.000000000000000000e+00
6.401975236472108310e-01 2.353309125016334846e+01 8.248009795112114517e-01 1.000000000000000000e+00
2.573631745276492300e-01 2.115854057230433583e+01 9.999999933792447226e-01 1.000000000000000000e+00
2.958611488052418359e-01 2.154917716298989205e+01 9.999995248143164206e-01 1.000000000000000000e+00
5.537013017070342435e-01 2.324227799833499830e+01 9.351699995112746633e-01 1.000000000000000000e+00
1.634691840190287682e-01 1.980020569192792834e+01 1.000000000000000000e+00 1.000000000000000000e+00
1.331049068282024184e-01 1.958501350560386456e+01 1.000000000000000000e+00 1.000000000000000000e+00
2.502412980359787209e-01 2.114630647117769158e+01 9.999999942638151396e-01 1.000000000000000000e+00
2.149423875155518360e-01 2.087176713730514876e+01 9.999999998031001702e-01 1.000000000000000000e+00
4.737125079177184617e-01 2.280430409870228914e+01 9.916076848209776085e-01 1.000000000000000000e+00
6.538778171889390034e-01 2.352011385790981990e+01 8.314150828723430031e-01 1.000000000000000000e+00
1.362824799434425582e-01 1.962568703995692232e+01 1.000000000000000000e+00 1.000000000000000000e+00
5.483859991722961347e-02 1.754666951561505428e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.373035114344038465e-01 2.420269656149704574e+01 3.425942825852503204e-01 1.000000000000000000e+00
6.661695109433063422e-02 1.789553698442731999e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.604564785823776596e-01 2.366705711934199030e+01 7.472579388758717744e-01 1.000000000000000000e+00
4.424204217366329850e-01 2.254606456702247286e+01 9.981805071483613734e-01 1.000000000000000000e+00
9.788729159136340119e-01 2.476347561582647572e+01 6.338656935844745599e-02 1.000000000000000000e+00
5.360927500019616598e-01 2.295391816359693138e+01 9.817880615454446236e-01 1.000000000000000000e+00
4.196779919911186596e-01 2.247177484940048586e+01 9.988801269631316648e-01 1.000000000000000000e+00
1.549783799804611562e-01 2.009240297386874019e+01 9.999999999999972244e-01 1.000000000000000000e+00
6.578861584727473399e-01 2.361498149570428851e+01 7.793610300550577463e-01 1.000000000000000000e+00
6.335954207494536305e-01 2.337954322762499260e+01 8.926811557281230103e-01 1.000000000000000000e+00
1.422454557129693153e-01 1.978038096831493320e+01 1.000000000000000000e+00 1.000000000000000000e+00
5.673331215053010190e-01 2.312676003827557381e+01 9.596362036507759541e-01 1.000000000000000000e+00
3.320729811741824911e-01 2.193045592558392443e+01 9.999825655517718959e-01 1.000000000000000000e+00
9.224279317535550859e-01 2.447621102667574888e+01 1.704414897159929332e-01 1.000000000000000000e+00
5.180814453937210295e-02 1.744233674317349880e+01 1.000000000000000000e+00 1.000000000000000000e+00
7.667441512771047130e-01 2.411088397931470695e+01 4.122472618437844627e-01 1.000000000000000000e+00
4.387297414296555953e-01 2.235679919350405953e+01 9.994926189187056664e-01 1.000000000000000000e+00
2.931613866064797236e-01 2.150831109966663135e+01 9.999996875810979180e-01 1.000000000000000000e+00
3.347280116832520580e-01 2.167735855776149378e+01 9.999983019461359257e-01 1.000000000000000000e+00
5.029889013379384988e-01 2.291153395247619073e+01 9.852571828352765237e-01 1.000000000000000000e+00
3.735418572238886625e-01 2.193506198553550490e+01 9.999818520550391998e-01 1.000000000000000000e+00
8.439322425138062744e-01 2.428082858379418951e+01 2.871748112421576571e-01 1.000000000000000000e+00
1.288466762467290749e-01 1.960256630899277397e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.301563623248207513e-01 2.347855995918099836e+01 8.514980821095186059e-01 1.000000000000000000e+00
8.614166245071561701e-01 2.414534820729459241e+01 3.856417569932203970e-01 1.000000000000000000e+00
5.135403893613836868e-01 2.279463862545866348e+01 9.920395269901026714e-01 1.000000000000000000e+00
1.782278068030107576e-01 2.036669237949937994e+01 9.999999999998157030e-01 1.000000000000000000e+00
1.196043129401296312e-01 1.937296165379355983e+01 1.000000000000000000e+00 1.000000000000000000e+00
8.892174116233466652e-01 2.447940438040565780e+01 1.688275474680942523e-01 1.000000000000000000e+00
5.906248308375401379e-01 2.338957939624697246e+01 8.889269258715378763e-01 1.000000000000000000e+00
3.615474645944418697e-01 2.208496059516684795e+01 9.999359488874633994e-01 1.000000000000000000e+00
4.695327379597027395e-01 2.279134698220463662e+01 9.921820675813521895e-01 1.000000000000000000e+00
4.998869254548063967e-01 2.296560417529370213e+01 9.807171788093319575e-01 1.000000000000000000e+00
3.029215159704758964e-01 2.153969651609824254e+01 9.999995686188444255e-01 1.000000000000000000e+00
8.425419421356685756e-01 2.422789154941325762e+01 3.242729794296335122e-01 1.000000000000000000e+00
5.785857349875438427e-01 2.340989065591813656e+01 8.810433759441334001e-01 1.000000000000000000e+00
3.058715033865830879e-01 2.162535583451462529e+01 9.999989793313565078e-01 1.000000000000000000e+00
5.709277290436403085e-01 2.322626673333139635e+01 9.391246057785459511e-01 1.000000000000000000e+00
7.411678070284797304e-01 2.396515113249693840e+01 5.277828776985936665e-01 1.000000000000000000e+00
6.038253474258292730e-01 2.346457811516265934e+01 8.578801586722339945e-01 1.000000000000000000e+00
3.756613743055523535e-01 2.204043499726145328e+01 9.999555654139925531e-01 1.000000000000000000e+00
8.009815553097676677e-01 2.412244033687744249e+01 4.032744131423025014e-01 1.000000000000000000e+00
6.530150370987988229e-01 2.357630438720927302e+01 8.016114531967241108e-01 1.000000000000000000e+00
3.097781336807741148e-01 2.148529291656291917e+01 9.999997540096636772e-01 1.000000000000000000e+00
7.542348889111758492e-01 2.390749061470655334e+01 5.733928435266293366e-01 1.000000000000000000e+00
2.437844837765896777e-01 2.119171934878239227e+01 9.999999902602419999e-01 1.000000000000000000e+00
9.873187440149067129e-01 2.458060108025118495e+01 1.227798481841211320e-01 1.000000000000000000e+00
2.367354892554422996e-01 2.106245188693745263e+01 9.999999978870109940e-01 1.000000000000000000e+00
5.332276179107449110e-01 2.308759036702994294e+01 9.659858462317284511e-01 1.000000000000000000e+00
6.730416089800348445e-01 2.333110895406866447e+01 9.095162593706365151e-01 1.000000000000000000e+00
3.511922768612714130e-01 2.200328047184682134e+01 9.999674390888529940e-01 1.000000000000000000e+00
9.722763557029145964e-02 1.874180900086951240e+01 1.000000000000000000e+00 1.000000000000000000e+00
7.020835534369613828e-01 2.375226846978356932e+01 6.898633545687660185e-01 1.000000000000000000e+00
9.424798763628867704e-01 2.456011186062514540e+01 1.313092189187594072e-01 1.000000000000000000e+00
7.065031039779878785e-01 2.384139221197571246e+01 6.244599840921416511e-01 1.000000000000000000e+00
2.040615973812545114e-01 2.050565142962903309e+01 9.999999999986127763e-01 1.000000000000000000e+00
5.618661898288206391e-01 2.332123622838684796e+01 9.126931760402443583e-01 1.000000000000000000e+00
5.973551457710135626e-01 2.346838695209903491e+01 8.561602845815927676e-01 1.000000000000000000e+00
1.738713903485715750e-01 2.032580763866683071e+01 9.999999999998997469e-01 1.000000000000000000e+00
6.162544303039698690e-01 2.356352552520488786e+01 8.086545480123212837e-01 1.000000000000000000e+00
2.567179317723204957e-01 2.124201881028118422e+01 9.999999826561768446e-01 1.000000000000000000e+00
1.952962011051224689e-01 2.045918587292018742e+01 9.999999999992876809e-01 1.000000000000000000e+00
5.470667249585341452e-01 2.334037224601493676e+01 9.064581466325108972e-01 1.000000000000000000e+00
1.554520423074561286e-01 1.979938604563563231e+01 1.000000000000000000e+00 1.000000000000000000e+00
2.204121829847482950e-02 1.553118008434253206e+01 1.000000000000000000e+00 1.000000000000000000e+00
1.310115860875600280e-01 1.963104499627719690e+01 1.000000000000000000e+00 1.000000000000000000e+00
1.934957756427528874e-01 2.036113229527265744e+01 9.999999999998302469e-01 1.000000000000000000e+00
2.127550684989307772e-01 2.089149666834926222e+01 9.999999997466358925e-01 1.000000000000000000e+00
7.441842130758000717e-01 2.375658030530676967e+01 6.868139229393775969e-01 1.000000000000000000e+00
2.966851089339852532e-01 2.169963844876169645e+01 9.999978948659900002e-01 1.000000000000000000e+00
8.781022630815065178e-01 2.439440426157918651e+01 2.151119636143759006e-01 1.000000000000000000e+00
5.635566818083972418e-01 2.329146998134788049e+01 9.217673124373414462e-01 1.000000000000000000e+00
4.667409904096255779e-01 2.268478287769855584e+01 9.957362067698145580e-01 1.000000000000000000e+00
7.392243736414361166e-01 2.389339328339577051e+01 5.844197545109995895e-01 1.000000000000000000e+00
7.691160073969034450e-01 2.396118696359945943e+01 5.309372490701441683e-01 1.000000000000000000e+00
5.835014131139750759e-01 2.319763740304316713e+01 9.457228525334014924e-01 1.000000000000000000e+00
5.120531916889596857e-01 2.284174443937699550e+01 9.897348110367160112e-01 1.000000000000000000e+00
3.200321714152796204e-01 2.187756564185808728e+01 9.999890639280151206e-01 1.000000000000000000e+00
8.705902450571161300e-01 2.429768410964349812e+01 2.757986821362850560e-01 1.000000000000000000e+00
2.059359026101312828e-01 2.060575382364214292e+01 9.999999999943344209e-01 1.000000000000000000e+00
8.515167184957264102e-01 2.433788760039614729e+01 2.495916910599028649e-01 1.000000000000000000e+00
6.516345459567409737e-01 2.364079890811917650e+01 7.637453296369304256e-01 1.000000000000000000e+00
7.719769303369565794e-01 2.405420929040494116e+01 4.568318313287413890e-01 1.000000000000000000e+00
5.950467490218367406e-01 2.328628642744580191e+01 9.232715944459323199e-01 1.000000000000000000e+00
1.076470811386860404e-01 1.908006745860970099e+01 1.000000000000000000e+00 1.000000000000000000e+00
2.746165281130106273e-01 2.156951141371594005e+01 9.999994159613793121e-01 1.000000000000000000e+00
6.048083969120430226e-01 2.342192315350096976e+01 8.761908514712981599e-01 1.000000000000000000e+00
8.753131886411555929e-01 2.416875491062925363e+01 3.678663048756788401e-01 1.000000000000000000e+00
3.982477218101272420e-01 2.227358733767953680e+01 9.997226259505117563e-01 1.000000000000000000e+00
4.591613789880741869e-01 2.258484271782076291e+01 9.976748870543498127e-01 1.000000000000000000e+00
5.880209505596880604e-01 2.330883372900306583e+01 9.165651907833356482e-01 1.000000000000000000e+00
8.378907542173701373e-01 2.429417565215830876e+01 2.781482579419125578e-01 1.000000000000000000e+00
7.004318482876750185e-01 2.367214377623503196e+01 7.439954208246286615e-01 1.000000000000000000e+00
5.332677846976165981e-01 2.299762507576825143e+01 9.775051017582823132e-01 1.000000000000000000e+00
1.936953220330008829e-01 2.052335155837966951e+01 9.999999999982157606e-01 1.000000000000000000e+00
3.534652836455853819e-01 2.205397145799632241e+01 9.999503010752625043e-01 1.000000000000000000e+00
8.703434246469206048e-01 2.434244915923848751e+01 2.467040435858551817e-01 1.000000000000000000e+00
1.146647528167827890e-01 1.914381876756520384e+01 1.000000000000000000e+00 1.000000000000000000e+00
9.799865493252044590e-01 2.452963770927644660e+01 1.447371832367740918e-01 1.000000000000000000e+00
7.968305766486902808e-01 2.406975023598549868e+01 4.445273415038601406e-01 1.000000000000000000e+00
5.370037008611612261e-01 2.300308775486152513e+01 9.769143808996101352e-01 1.000000000000000000e+00
3.323094772366756988e-01 2.192883100607372171e+01 9.999828108395769632e-01 1.000000000000000000e+00
6.951145314550188914e-02 1.798694210487419198e+01 1.000000000000000000e+00 1.000000000000000000e+00
5.636643592700822936e-01 2.315553614048714692e+01 9.543833587421468589e-01 1.000000000000000000e+00
5.643846018960696487e-01 2.307192089720802741e+01 9.682844943270918492e-01 1.000000000000000000e+00
9.156155625815731725e-04 8.664961832586522306e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.405812678196975085e-01 2.306714375022894004e+01 9.689592000322541088e-01 1.000000000000000000e+00
6.292534615660743125e-01 2.336034890856755908e+01 8.996046678868152568e-01 1.000000000000000000e+00
2.290208346028097530e-01 2.082071602933223531e+01 9.999999998981783378e-01 1.000000000000000000e+00
5.071267990623158362e-01 2.307043405562176375e+01 9.684957768899522534e-01 1.000000000000000000e+00
8.451115457755620231e-01 2.422716773654786593e+01 3.247936939713425009e-01 1.000000000000000000e+00
7.632996792835804456e-01 2.393412017145347548e+01 5.524128013754294741e-01 1.000000000000000000e+00
8.380564166430737316e-03 1.346720219220677883e+01 1.000000000000000000e+00 1.000000000000000000e+00
7.412464147262403102e-01 2.384166247571340236e+01 6.242549082731709831e-01 1.000000000000000000e+00
5.000978641566637961e-01 2.290326661559155141e+01 9.858631168457540062e-01 1.000000000000000000e+00
3.989543228456555735e-01 2.233680593621109622e+01 9.995601033584431416e-01 1.000000000000000000e+00
1.458138379464581913e-01 1.983025819608339901e+01 1.000000000000000000e+00 1.000000000000000000e+00
3.210544022616832471e-01 2.157992786769150229e+01 9.999993512754580260e-01 1.000000000000000000e+00
9.808951305515156704e-02 1.906888357729182459e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.705823847829737172e-01 2.387125327702736755e+01 6.016010629202691584e-01 1.000000000000000000e+00
3.970793488650061764e-01 2.226033589131232304e+01 9.997486637379051633e-01 1.000000000000000000e+00
3.990289329078058334e-01 2.232485376184028425e+01 9.995963686334028431e-01 1.000000000000000000e+00
2.764669689579142275e-01 2.127031446174978768e+01 9.999999761087922101e-01 1.000000000000000000e+00
5.893191085927351747e-01 2.348035107466018445e+01 8.506668829306143209e-01 1.000000000000000000e+00
4.633496749706249584e-01 2.275151140966541874e+01 9.937371491598613327e-01 1.000000000000000000e+00
5.495419393190787982e-01 2.295443221531290234e+01 9.817420435004335921e-01 1.000000000000000000e+00
3.541998718053140927e-02 1.663711878845130343e+01 1.000000000000000000e+00 1.000000000000000000e+00
4.389486476806376825e-01 2.247365126593833295e+01 9.988660277094243423e-01 1.000000000000000000e+00
4.299649672479071150e-01 2.247958674094532938e+01 9.988203513759217334e-01 1.000000000000000000e+00
6.017995065618817474e-01 2.328356272372698754e+01 9.240531545918339029e-01 1.000000000000000000e+00
5.679154822900471800e-01 2.332601088744442208e+01 9.111673068816688037e-01 1.000000000000000000e+00
7.522694881749283358e-01 2.399265973783462869e+01 5.058564714909362658e-01 1.000000000000000000e+00
3.844015553191018064e-01 2.215466203350898056e+01 9.998881705333867442e-01 1.000000000000000000e+00
3.449963098101875847e-01 2.194425814973327604e+01 9.999803437683899565e-01 1.000000000000000000e+00
7.930777645025872680e-01 2.394740908483874620e+01 5.418842359786220086e-01 1.000000000000000000e+00
3.887283782777859464e-01 2.213413499976118715e+01 9.999049153658143840e-01 1.000000000000000000e+00
3.721928578725486325e-02 1.678299609470867182e+01 1.000000000000000000e+00 1.000000000000000000e+00
4.357507641195026427e-01 2.266366754097061076e+01 9.962374312310952051e-01 1.000000000000000000e+00
1.125114736969827778e-01 1.911955634670830051e+01 1.000000000000000000e+00 1.000000000000000000e+00
4.378324604568961664e-01 2.272414585244588636e+01 9.946401886767675116e-01 1.000000000000000000e+00
5.092619894114616130e-01 2.292036170567024200e+01 9.845856423517054257e-01 1.000000000000000000e+00
3.146925128260034121e-01 2.178787373037810227e+01 9.999951611619170011e-01 1.000000000000000000e+00
6.279658992025196618e-01 2.345455669571053647e+01 8.623386098342480377e-01 1.000000000000000000e+00
8.220418389783445967e-01 2.413705963136410659e+01 3.919964855450973618e-01 1.000000000000000000e+00
8.240125154541375618e-01 2.427237156048206757e+01 2.929651015661645652e-01 1.000000000000000000e+00
2.026705899600289573e-01 2.077394214117406079e+01 9.999999999448503374e-01 1.000000000000000000e+00
1.049353155713180108e+00 2.496219828675166852e+01 2.715244681252360071e-02 1.000000000000000000e+00
4.593244416490205317e-02 1.719044171107812957e+01 1.000000000000000000e+00 1.000000000000000000e+00
3.465257257124454426e-02 1.656354995563342669e+01 1.000000000000000000e+00 1.000000000000000000e+00
5.865153200685300217e-01 2.326967954261929705e+01 9.279429941232322232e-01 1.000000000000000000e+00
1.184233625871491391e-01 1.931561500658421693e+01 1.000000000000000000e+00 1.000000000000000000e+00
5.873035224261096143e-01 2.338275304757162942e+01 8.914905417170948532e-01 1.000000000000000000e+00
6.096912984068560970e-01 2.352218497594077107e+01 8.303704125032604910e-01 1.000000000000000000e+00
2.848451980795312366e-01 2.146102044653881435e+01 9.999998092446101827e-01 1.000000000000000000e+00
6.094625863758453832e-01 2.356267269459401703e+01 8.091190680941173774e-01 1.000000000000000000e+00
7.044373196447439867e-02 1.824954695754422929e+01 1.000000000000000000e+00 1.000000000000000000e+00
2.764819312944803986e-01 2.130773480992417390e+01 9.999999636829820515e-01 1.000000000000000000e+00
3.104459921398936562e-01 2.169024810834446981e+01 9.999980767056662057e-01 1.000000000000000000e+00
6.997403338308454401e-01 2.388148043438328116e+01 5.936867835735926135e-01 1.000000000000000000e+00
3.253824099108950652e-01 2.176991745434983372e+01 9.999959051728543047e-01 1.000000000000000000e+00
8.515150928357240190e-02 1.856794876550930340e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.908935513923237792e-01 2.389454444275050449e+01 5.835216844533022140e-01 1.000000000000000000e+00
4.680311772935337178e-01 2.264358907491559592e+01 9.966643519342683888e-01 1.000000000000000000e+00
1.728260037411073480e-01 2.021699237408543937e+01 9.999999999999807931e-01 1.000000000000000000e+00
6.680048379510463707e-01 2.373552790122013789e+01 7.015779196220859326e-01 1.000000000000000000e+00
3.355969208016178484e-01 2.189935201228067285e+01 9.999867304322118677e-01 1.000000000000000000e+00
1.012413420107040274e+00 2.463685910669075696e+01 1.013816496232295972e-01 1.000000000000000000e+00
1.001761551839796205e+00 2.484222020124133934e+01 4.604829407643713096e-02 1.000000000000000000e+00
3.030234904236397409e-01 2.151673046750353180e+01 9.999996592083579827e-01 1.000000000000000000e+00
3.488761922786831615e-01 2.203485922604197711e+01 9.999575767747410637e-01 1.000000000000000000e+00
1.244422777416875903e-03 9.373464572951732521e+00 1.000000000000000000e+00 1.000000000000000000e+00
4.366650285902531348e-01 2.261970240017485168e+01 9.971151930075187186e-01 1.000000000000000000e+00
9.014892061299804027e-01 2.439875540486607974e+01 2.125772136876989959e-01 1.000000000000000000e+00
4.832138419076270619e-01 2.291735861386270656e+01 9.848169815682035200e-01 1.000000000000000000e+00
4.950330536174207818e-01 2.296968872848210452e+01 9.803304678083625268e-01 1.000000000000000000e+00
6.125970931344693060e-01 2.367375393318805976e+01 7.429581270753780053e-01 1.000000000000000000e+00
2.384320441790719336e-01 2.108228982038708921e+01 9.999999973172439827e-01 1.000000000000000000e+00
4.600318259619529115e-02 1.708159274953655071e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.186794076365031980e-01 2.363770874449564019e+01 7.656459043533201392e-01 1.000000000000000000e+00
3.296822568747361792e-01 2.183418253730645375e+01 9.999925996897740532e-01 1.000000000000000000e+00
6.020386524011338558e-01 2.340128100156596602e+01 8.844320594923734680e-01 1.000000000000000000e+00
6.089077356635412830e-01 2.353256122367058367e+01 8.250742966996693628e-01 1.000000000000000000e+00
8.470996708559292987e-01 2.413186213421592541e+01 3.959961969298082529e-01 1.000000000000000000e+00
3.827471685505356991e-01 2.218359384894390729e+01 9.998598255240925825e-01 1.000000000000000000e+00
7.479439476684552890e-01 2.399543694224248114e+01 5.036407427975645446e-01 1.000000000000000000e+00
5.121395561020696263e-01 2.325130846207774482e+01 9.328531952924574711e-01 1.000000000000000000e+00
2.235853871358202127e-01 2.083741622785520420e+01 9.999999998735210616e-01 1.000000000000000000e+00
1.860672457600607288e-01 2.030293636250556943e+01 9.999999999999288347e-01 1.000000000000000000e+00
4.023355896214431127e-01 2.219608166749989309e+01 9.998456196218010739e-01 1.000000000000000000e+00
4.333099010669201334e-01 2.254371272936611703e+01 9.982076868307648843e-01 1.000000000000000000e+00
3.116016136961536898e-01 2.160035731403012349e+01 9.999992038361320557e-01 1.000000000000000000e+00
4.578205900800096373e-01 2.257895363372465170e+01 9.977590773413387293e-01 1.000000000000000000e+00
3.887261703772191268e-01 2.221388763546999101e+01 9.998230192696726526e-01 1.000000000000000000e+00
3.442612229640995558e-02 1.647839940772468381e+01 1.000000000000000000e+00 1.000000000000000000e+00
7.059738269085968909e-02 1.812201720438912034e+01 1.000000000000000000e+00 1.000000000000000000e+00
6.151960375529836877e-01 2.344775574851712818e+01 8.653093559466445983e-01 1.000000000000000000e+00
1.365501755781561855e-01 1.962272290985646706e+01 1.000000000000000000e+00 1.000000000000000000e+00
5.122062788867265404e-01 2.312737970386848829e+01 9.595285009431053780e-01 1.000000000000000000e+00
5.391441601764552782e-01 2.303749633205036673e+01 9.728857797530505724e-01 1.000000000000000000e+00
1.911282888987408946e-02 1.516297972686476392e+01 1.000000000000000000e+00 1.000000000000000000e+00
2.966381077247903786e-01 2.158430851250724558e+01 9.999993220604708188e-01 1.000000000000000000e+00
6.310665094866378944e-01 2.339619288672906450e+01 8.864021577989162903e-01 1.000000000000000000e+00
2.108341378863047844e-01 2.072301637058485468e+01 9.999999999719858534e-01 1.000000000000000000e+00
2.897899315289276245e-02 1.619245145247538886e+01 1.000000000000000000e+00 1.000000000000000000e+00
2.118843920040154316e-01 2.078555895429929734e+01 9.999999999357270797e-01 1.000000000000000000e+00
6.318449958532572630e-01 2.352989618862770627e+01 8.264444637391801241e-01 1.000000000000000000e+00
7.838886028690996710e-01 2.410188729602644742e+01 4.192648244185151474e-01 1.000000000000000000e+00
6.239604968384788730e-01 2.346487912419653554e+01 8.577447472080970137e-01 1.000000000000000000e+00
5.555548289987366495e-02 1.744537207036361792e+01 1.000000000000000000e+00 1.000000000000000000e+00
2.612529162710750530e-01 2.128845085122959446e+01 9.999999707126201454e-01 1.000000000000000000e+00
7.712042624089754383e-02 1.838414560871923342e+01 1.000000000000000000e+00 1.000000000000000000e+00
5.640759022648813570e-01 2.322226325116056955e+01 9.400833291764252309e-01 1.000000000000000000e+00
8.356011441632891223e-01 2.434209472358684323e+01 2.469277725378278276e-01 1.000000000000000000e+00
